"atributo","nome","valor","protocolo","servico","tipo","campoRelacionado"
"phone","Telefone","1996066980","2020.7-32.549","Poda / Corte de Árvore","STRING","null"
"email","email","fernando.jobim@alparservice.com.br","2020.7-32.549","Poda / Corte de Árvore","ID","null"
"zipcode","CEP","65110-000","2020.7-55.548","Situação de Assistência Social do Municipio","STRING","null"
"street","Logradouro","-","2020.7-55.548","Situação de Assistência Social do Municipio","STRING","null"
"neighborhood","Bairro","-","2020.7-55.548","Situação de Assistência Social do Municipio","STRING","null"
"city","Cidade","São José de Ribamar","2020.7-55.548","Situação de Assistência Social do Municipio","STRING","null"
"state","Estado","MA","2020.7-55.548","Situação de Assistência Social do Municipio","STRING","null"
"possuiEstruturacaoDaSMASComAreasEssenciais","Possui estruturação da SMAS com áreas essenciais:","true","2020.7-55.548","Situação de Assistência Social do Municipio","BOOLEAN","null"
"possuiEspacoFisicoAdequado","Possui espaço Físico Adequado","true","2020.7-55.548","Situação de Assistência Social do Municipio","BOOLEAN","null"
"possuiRecursosHumanosSuficientesConformeNOBRH","Possui Recursos Humanos suficientes conforme NOB/RH","true","2020.7-55.548","Situação de Assistência Social do Municipio","BOOLEAN","null"
"possuiVeiculoParaRealizacaoDasAtividades","Possui veículo para realização das atividades","true","2020.7-55.548","Situação de Assistência Social do Municipio","BOOLEAN","null"
"possuiPlanoMunicipalDeAssistenciaSocial","Possui Plano Municipal de Assistência Social","true","2020.7-55.548","Situação de Assistência Social do Municipio","BOOLEAN","null"
"existeSetorEspecifico","Existe setor específico","true","2020.7-55.548","Situação de Assistência Social do Municipio","BOOLEAN","null"
"qualALocalizacao","Qual a localização","CRAS","2020.7-55.548","Situação de Assistência Social do Municipio","STRING","null"
"tipoDeGestaoEConcessaoDosBeneficios","Tipo de gestão e concessão dos Benefícios","compartilhada","2020.7-55.548","Situação de Assistência Social do Municipio","STRING","null"
"quantidadeDeUsuariosDoBPCInscritosNoCadUnicoIdosos","Quantidade de Usuários do BPC inscritos no CadÚnico Idosos","0","2020.7-55.548","Situação de Assistência Social do Municipio","INTEGER","null"
"quantidadeDeUsuariosDoBPCInscritosNoCadUnicoPCD","Quantidade de Usuários do BPC inscritos no CadÚnico PCD","0","2020.7-55.548","Situação de Assistência Social do Municipio","INTEGER","null"
"quantosFaltamDeAcordoComOsDadosDoCadUnicoEIBGE","Quantos faltam, de acordo com os dados do CadUnico e IBGE","2","2020.7-55.548","Situação de Assistência Social do Municipio","INTEGER","null"
"bPCNaEscola","BPC na Escola","Renovação","2020.7-55.548","Situação de Assistência Social do Municipio","STRING","null"
"phone","Telefone","1996066980","2020.7-55.548","Situação de Assistência Social do Municipio","STRING","null"
"email","email","fernando.jobim@alparservice.com.br","2020.7-55.548","Situação de Assistência Social do Municipio","ID","null"
"zipcode","CEP","65110-000","2020.7-55.547","Situação de Assistência Social do Municipio","STRING","null"
"street","Logradouro","-","2020.7-55.547","Situação de Assistência Social do Municipio","STRING","null"
"neighborhood","Bairro","-","2020.7-55.547","Situação de Assistência Social do Municipio","STRING","null"
"city","Cidade","São José de Ribamar","2020.7-55.547","Situação de Assistência Social do Municipio","STRING","null"
"state","Estado","MA","2020.7-55.547","Situação de Assistência Social do Municipio","STRING","null"
"possuiEstruturacaoDaSMASComAreasEssenciais","Possui estruturação da SMAS com áreas essenciais:","true","2020.7-55.547","Situação de Assistência Social do Municipio","BOOLEAN","null"
"possuiEspacoFisicoAdequado","Possui espaço Físico Adequado","true","2020.7-55.547","Situação de Assistência Social do Municipio","BOOLEAN","null"
"possuiRecursosHumanosSuficientesConformeNOBRH","Possui Recursos Humanos suficientes conforme NOB/RH","true","2020.7-55.547","Situação de Assistência Social do Municipio","BOOLEAN","null"
"possuiVeiculoParaRealizacaoDasAtividades","Possui veículo para realização das atividades","true","2020.7-55.547","Situação de Assistência Social do Municipio","BOOLEAN","null"
"possuiPlanoMunicipalDeAssistenciaSocial","Possui Plano Municipal de Assistência Social","true","2020.7-55.547","Situação de Assistência Social do Municipio","BOOLEAN","null"
"realizouCapacitacoesComRecursosPropriosNos2UltimosAnos","Realizou capacitações com recursos próprios nos 2 últimos anos","true","2020.7-55.547","Situação de Assistência Social do Municipio","BOOLEAN","null"
"existeSetorEspecifico","Existe setor específico","true","2020.7-55.547","Situação de Assistência Social do Municipio","BOOLEAN","null"
"qualALocalizacao","Qual a localização","CRAS","2020.7-55.547","Situação de Assistência Social do Municipio","STRING","null"
"tipoDeGestaoEConcessaoDosBeneficios","Tipo de gestão e concessão dos Benefícios","compartilhada","2020.7-55.547","Situação de Assistência Social do Municipio","STRING","null"
"quantidadeDeUsuariosDoBPCInscritosNoCadUnicoIdosos","Quantidade de Usuários do BPC inscritos no CadÚnico Idosos","0","2020.7-55.547","Situação de Assistência Social do Municipio","INTEGER","null"
"quantidadeDeUsuariosDoBPCInscritosNoCadUnicoPCD","Quantidade de Usuários do BPC inscritos no CadÚnico PCD","0","2020.7-55.547","Situação de Assistência Social do Municipio","INTEGER","null"
"quantosFaltamDeAcordoComOsDadosDoCadUnicoEIBGE","Quantos faltam, de acordo com os dados do CadUnico e IBGE","2","2020.7-55.547","Situação de Assistência Social do Municipio","INTEGER","null"
"bPCNaEscola","BPC na Escola","Renovação","2020.7-55.547","Situação de Assistência Social do Municipio","STRING","null"
"phone","Telefone","1996066980","2020.7-55.547","Situação de Assistência Social do Municipio","STRING","null"
"email","email","fernando.jobim@alparservice.com.br","2020.7-55.547","Situação de Assistência Social do Municipio","ID","null"
"zipcode","CEP","65110-000","2020.7-55.546","Situação de Assistência Social do Municipio","STRING","null"
"street","Logradouro","-","2020.7-55.546","Situação de Assistência Social do Municipio","STRING","null"
"neighborhood","Bairro","-","2020.7-55.546","Situação de Assistência Social do Municipio","STRING","null"
"city","Cidade","São José de Ribamar","2020.7-55.546","Situação de Assistência Social do Municipio","STRING","null"
"state","Estado","MA","2020.7-55.546","Situação de Assistência Social do Municipio","STRING","null"
"possuiEstruturacaoDaSMASComAreasEssenciais","Possui estruturação da SMAS com áreas essenciais:","true","2020.7-55.546","Situação de Assistência Social do Municipio","BOOLEAN","null"
"possuiEspacoFisicoAdequado","Possui espaço Físico Adequado","true","2020.7-55.546","Situação de Assistência Social do Municipio","BOOLEAN","null"
"possuiRecursosHumanosSuficientesConformeNOBRH","Possui Recursos Humanos suficientes conforme NOB/RH","true","2020.7-55.546","Situação de Assistência Social do Municipio","BOOLEAN","null"
"possuiVeiculoParaRealizacaoDasAtividades","Possui veículo para realização das atividades","true","2020.7-55.546","Situação de Assistência Social do Municipio","BOOLEAN","null"
"possuiPlanoMunicipalDeAssistenciaSocial","Possui Plano Municipal de Assistência Social","true","2020.7-55.546","Situação de Assistência Social do Municipio","BOOLEAN","null"
"realizouCapacitacoesComRecursosPropriosNos2UltimosAnos","Realizou capacitações com recursos próprios nos 2 últimos anos","true","2020.7-55.546","Situação de Assistência Social do Municipio","BOOLEAN","null"
"existeSetorEspecifico","Existe setor específico","true","2020.7-55.546","Situação de Assistência Social do Municipio","BOOLEAN","null"
"qualALocalizacao","Qual a localização","CRAS","2020.7-55.546","Situação de Assistência Social do Municipio","STRING","null"
"tipoDeGestaoEConcessaoDosBeneficios","Tipo de gestão e concessão dos Benefícios","compartilhada","2020.7-55.546","Situação de Assistência Social do Municipio","STRING","null"
"quantidadeDeUsuariosDoBPCInscritosNoCadUnicoIdosos","Quantidade de Usuários do BPC inscritos no CadÚnico Idosos","0","2020.7-55.546","Situação de Assistência Social do Municipio","INTEGER","null"
"quantidadeDeUsuariosDoBPCInscritosNoCadUnicoPCD","Quantidade de Usuários do BPC inscritos no CadÚnico PCD","0","2020.7-55.546","Situação de Assistência Social do Municipio","INTEGER","null"
"quantosFaltamDeAcordoComOsDadosDoCadUnicoEIBGE","Quantos faltam, de acordo com os dados do CadUnico e IBGE","2","2020.7-55.546","Situação de Assistência Social do Municipio","INTEGER","null"
"bPCNaEscola","BPC na Escola","Renovação","2020.7-55.546","Situação de Assistência Social do Municipio","STRING","null"
"phone","Telefone","119960680","2020.7-55.546","Situação de Assistência Social do Municipio","STRING","null"
"email","email","fernando.jobim@alparservice.com.br","2020.7-55.546","Situação de Assistência Social do Municipio","ID","null"
"zipcode","CEP","65110-000","2020.7-55.545","Situação de Assistência Social do Municipio","STRING","null"
"street","Logradouro","-","2020.7-55.545","Situação de Assistência Social do Municipio","STRING","null"
"neighborhood","Bairro","-","2020.7-55.545","Situação de Assistência Social do Municipio","STRING","null"
"city","Cidade","São José de Ribamar","2020.7-55.545","Situação de Assistência Social do Municipio","STRING","null"
"state","Estado","MA","2020.7-55.545","Situação de Assistência Social do Municipio","STRING","null"
"possuiEstruturacaoDaSMASComAreasEssenciais","Possui estruturação da SMAS com áreas essenciais:","true","2020.7-55.545","Situação de Assistência Social do Municipio","BOOLEAN","null"
"email","email","livia.xavier@alpar.com.br","2020.7-55.545","Situação de Assistência Social do Municipio","ID","null"
"zipcode","CEP","65110-000","2020.7-55.544","Situação de Assistência Social do Municipio","STRING","null"
"street","Logradouro","-","2020.7-55.544","Situação de Assistência Social do Municipio","STRING","null"
"neighborhood","Bairro","-","2020.7-55.544","Situação de Assistência Social do Municipio","STRING","null"
"city","Cidade","São José de Ribamar","2020.7-55.544","Situação de Assistência Social do Municipio","STRING","null"
"state","Estado","MA","2020.7-55.544","Situação de Assistência Social do Municipio","STRING","null"
"possuiEstruturacaoDaSMASComAreasEssenciais","Possui estruturação da SMAS com áreas essenciais:","true","2020.7-55.544","Situação de Assistência Social do Municipio","BOOLEAN","null"
"email","email","livia.xavier@alpar.com.br","2020.7-55.544","Situação de Assistência Social do Municipio","ID","null"
"zipcode","CEP","65110-000","2020.7-55.543","Situação de Assistência Social do Municipio","STRING","null"
"street","Logradouro","-","2020.7-55.543","Situação de Assistência Social do Municipio","STRING","null"
"neighborhood","Bairro","-","2020.7-55.543","Situação de Assistência Social do Municipio","STRING","null"
"city","Cidade","São José de Ribamar","2020.7-55.543","Situação de Assistência Social do Municipio","STRING","null"
"state","Estado","MA","2020.7-55.543","Situação de Assistência Social do Municipio","STRING","null"
"possuiEstruturacaoDaSMASComAreasEssenciais","Possui estruturação da SMAS com áreas essenciais:","false","2020.7-55.543","Situação de Assistência Social do Municipio","BOOLEAN","null"
"zipcode","CEP","01151-010","2020.7-55.542","Situação de Assistência Social do Municipio","STRING","null"
"street","Logradouro","-","2020.7-55.542","Situação de Assistência Social do Municipio","STRING","null"
"neighborhood","Bairro","Santa Cecilia","2020.7-55.542","Situação de Assistência Social do Municipio","STRING","null"
"city","Cidade","São Paulo","2020.7-55.542","Situação de Assistência Social do Municipio","STRING","null"
"state","Estado","SP","2020.7-55.542","Situação de Assistência Social do Municipio","STRING","null"
"zipcode","CEP","65110-000","2020.7-55.541","Situação de Assistência Social do Municipio","STRING","null"
"city","Cidade","São José de Ribamar","2020.7-55.541","Situação de Assistência Social do Municipio","STRING","null"
"state","Estado","MA","2020.7-55.541","Situação de Assistência Social do Municipio","STRING","null"
"possuiEstruturacaoDaSMASComAreasEssenciais","Possui estruturação da SMAS com áreas essenciais:","true","2020.7-55.541","Situação de Assistência Social do Municipio","BOOLEAN","null"
"possuiEspacoFisicoAdequado","Possui espaço Físico Adequado","true","2020.7-55.541","Situação de Assistência Social do Municipio","BOOLEAN","null"
"possuiRecursosHumanosSuficientesConformeNOBRH","Possui Recursos Humanos suficientes conforme NOB/RH","true","2020.7-55.541","Situação de Assistência Social do Municipio","BOOLEAN","null"
"tipoDeGestaoEConcessaoDosBeneficios","Tipo de gestão e concessão dos Benefícios","compartilhada","2020.7-55.541","Situação de Assistência Social do Municipio","STRING","null"
"qualALocalizacao","Qual a localização","CRAS","2020.7-55.541","Situação de Assistência Social do Municipio","STRING","null"
"quantidadeDeUsuariosDoBPCInscritosNoCadUnicoIdosos","Quantidade de Usuários do BPC inscritos no CadÚnico Idosos","0","2020.7-55.541","Situação de Assistência Social do Municipio","INTEGER","null"
"quantidadeDeUsuariosDoBPCInscritosNoCadUnicoPCD","Quantidade de Usuários do BPC inscritos no CadÚnico PCD","0","2020.7-55.541","Situação de Assistência Social do Municipio","INTEGER","null"
"quantosFaltamDeAcordoComOsDadosDoCadUnicoEIBGE","Quantos faltam, de acordo com os dados do CadUnico e IBGE","2","2020.7-55.541","Situação de Assistência Social do Municipio","INTEGER","null"
"grupoGestorConstituido","Grupo Gestor constituído","false","2020.7-55.541","Situação de Assistência Social do Municipio","BOOLEAN","null"
"possuiVeiculoParaRealizacaoDasAtividades","Possui veículo para realização das atividades","true","2020.7-55.541","Situação de Assistência Social do Municipio","BOOLEAN","null"
"realizouCapacitacoesComRecursosPropriosNos2UltimosAnos","Realizou capacitações com recursos próprios nos 2 últimos anos","true","2020.7-55.541","Situação de Assistência Social do Municipio","BOOLEAN","null"
"existeSetorEspecifico","Existe setor específico","true","2020.7-55.541","Situação de Assistência Social do Municipio","BOOLEAN","null"
"bPCNaEscola","BPC na Escola","Renovação","2020.7-55.541","Situação de Assistência Social do Municipio","STRING","null"
"zipcode","CEP","65110000","2020.7-55.540","Situação de Assistência Social do Municipio","STRING","null"
"city","Cidade","São José de Ribamar","2020.7-55.540","Situação de Assistência Social do Municipio","STRING","null"
"state","Estado","MA","2020.7-55.540","Situação de Assistência Social do Municipio","STRING","null"
"zipcode","CEP","65110-000","2020.7-55.539","Situação de Assistência Social do Municipio","STRING","null"
"city","Cidade","São José de Ribamar","2020.7-55.539","Situação de Assistência Social do Municipio","STRING","null"
"state","Estado","MA","2020.7-55.539","Situação de Assistência Social do Municipio","STRING","null"
"zipcode","CEP","01154-000","2020.7-55.538","Situação de Assistência Social do Municipio","STRING","null"
"street","Logradouro","Av. Gen. Olímpio da Silveira","2020.7-55.538","Situação de Assistência Social do Municipio","STRING","null"
"neighborhood","Bairro","Santa Cecilia","2020.7-55.538","Situação de Assistência Social do Municipio","STRING","null"
"city","Cidade","São Paulo","2020.7-55.538","Situação de Assistência Social do Municipio","STRING","null"
"state","Estado","SP","2020.7-55.538","Situação de Assistência Social do Municipio","STRING","null"
"existeSetorEspecifico","Existe setor específico","true","2020.7-55.538","Situação de Assistência Social do Municipio","BOOLEAN","null"
"qualALocalizacao","Qual a localização","CRAS","2020.7-55.538","Situação de Assistência Social do Municipio","STRING","null"
"tipoDeGestaoEConcessaoDosBeneficios","Tipo de gestão e concessão dos Benefícios","compartilhada","2020.7-55.538","Situação de Assistência Social do Municipio","STRING","null"
"bPCNaEscola","BPC na Escola","Adesão","2020.7-55.538","Situação de Assistência Social do Municipio","STRING","null"
"quantidadeDeUsuariosDoBPCInscritosNoCadUnicoIdosos","Quantidade de Usuários do BPC inscritos no CadÚnico Idosos","132","2020.7-55.538","Situação de Assistência Social do Municipio","INTEGER","null"
"quantidadeDeUsuariosDoBPCInscritosNoCadUnicoPCD","Quantidade de Usuários do BPC inscritos no CadÚnico PCD","4654","2020.7-55.538","Situação de Assistência Social do Municipio","INTEGER","null"
"quantosFaltamDeAcordoComOsDadosDoCadUnicoEIBGE","Quantos faltam, de acordo com os dados do CadUnico e IBGE","999","2020.7-55.538","Situação de Assistência Social do Municipio","INTEGER","null"
"zipcode","CEP","01154-000","2020.7-55.537","Situação de Assistência Social do Municipio","STRING","null"
"street","Logradouro","Av. Gen. Olímpio da Silveira","2020.7-55.537","Situação de Assistência Social do Municipio","STRING","null"
"neighborhood","Bairro","Santa Cecilia","2020.7-55.537","Situação de Assistência Social do Municipio","STRING","null"
"city","Cidade","São Paulo","2020.7-55.537","Situação de Assistência Social do Municipio","STRING","null"
